cat|value|label|strahler|area
5558|1215||2|1376424.716305
5559|1207||2|866603.116749
5560|1196||2|2295445.231293
5561|1228||2|1371120.574816
5562|1217||2|956461.513732
5563|1176||2|2496066.582892
5564|1212||2|824794.001485
5567|1211||2|676902.056449
5568|1197||2|734623.596179
5569|1210||2|847570.609053
5570|1193||2|622924.616593
5571|1202||2|457872.213799
5572|1208||2|758492.232878
5573|1195||2|438527.697783
5574|1226||2|1281418.181993
5575|1205||2|485016.937889
5576|1199||2|367077.791846
5577|1246||2|622300.599948
5578|1231||2|1054276.122949
5579|1221||2|1476735.392103
5580|1235||2|885011.607798
5581|1214||2|506545.512166
5583|1206||2|414971.069407
5584|1203||2|312164.327023
5585|1209||2|2330858.175939
5586|1198||2|2671571.264503
5587|1204||2|334940.934592
5588|1219||2|331196.834718
5589|1232||2|333068.884655
5590|1239||2|925260.681445
5591|1216||2|1956916.200989
5592|1224||2|456468.176347
5593|1213||2|509821.599556
5594|1223||2|326516.709875
5595|1259||2|1124165.98727
5596|1261||2|1508248.232715
5597|1233||2|665825.760987
5598|1347||2|1722753.954678
5599|1253||2|2446301.255397
5600|1225||2|289387.719454
5601|1230||2|2756593.532481
5602|1357||2|2221811.267094
5603|1227||2|663485.698565
5604|1237||2|436655.647845
5605|1273||2|2158317.573396
5609|1349||2|1709025.588475
5610|1278||2|1125414.020561
5611|1251||2|655997.498817
5612|1249||2|507169.528812
5613|1252||2|1494051.854025
5614|1274||2|1557233.539403
5615|1243||2|999830.670611
5616|1244||2|427295.398159
5617|1254||2|1018707.174144
5618|1240||2|590163.742693
5619|1236||2|1401541.386294
5620|1301||2|1589838.409143
5621|1297||2|1161918.994337
5622|1256||2|429635.460581
5623|1242||2|311696.314539
5624|1255||2|653813.440556
5625|1292||2|1036335.644388
5626|1245||2|754592.128841
5627|1247||2|637589.007768
5628|1241||2|1006382.845391
5629|1264||2|1200296.018049
5630|1263||2|504985.470552
5631|1248||2|541646.448488
5632|1267||2|553034.752272
5633|1288||2|1280482.157025
5634|1272||2|787509.006903
5635|1268||2|1353024.092091
5636|1258||2|1261293.64517
5637|1283||2|802953.418885
5638|1266||2|743983.845863
5639|1257||2|485640.954535
5640|1260||2|486108.967019
5641|1348||2|2188738.384875
5642|1250||2|469884.53423
5643|1289||2|1998413.30793
5644|1309||2|1468155.163226
5645|1270||2|315440.414413
5646|1284||2|1129782.137082
5647|1276||2|405922.828043
5648|1281||2|459744.263736
5649|1334||2|2196226.584624
5650|1265||2|1029315.457119
5651|1304||2|1008566.903653
5652|1262||2|642113.128449
5653|1271||2|312944.34783
5654|1293||2|817305.801736
5655|1269||2|373473.962465
5656|1318||2|1239297.058408
5657|1305||2|1265973.770012
5658|1279||2|372069.925012
5659|1303||2|608884.242066
5660|1282||2|687666.343588
5661|1285||2|637120.995284
5662|1280||2|295627.885912
5663|1275||2|664109.715212
5664|1308||2|1017927.153337
5665|1322||2|1824624.672096
5666|1277||2|2284992.952482
5667|1392||2|2863768.391387
5668|1294||2|464424.38858
5669|1298||2|399370.653263
5670|1315||2|548822.639914
5671|1323||2|656933.523786
5672|1325||2|717151.130097
5673|1295||2|979082.11714
5674|1286||2|261930.987042
5675|1371||2|1123853.978948
5676|1291||2|850690.692283
5677|1378||2|3538798.397895
5678|1352||2|1485471.625145
5679|1296||2|742735.812572
5680|1300||2|1006538.849552
5681|1306||2|762704.345235
5682|1327||2|732595.542079
5683|1299||2|382522.203829
5684|1317||2|587979.684433
5685|1290||2|363333.691973
5686|1332||2|707790.880412
5687|1346||2|1017927.153336
5688|1320||2|332912.880494
5689|1324||2|1481727.525272
5690|1287||2|695154.543336
5691|1326||2|472380.600812
5692|1351||2|918552.502505
5693|1310||2|535406.282031
5694|1311||2|727603.408914
5695|1340||2|1514176.39085
5696|1307||2|410758.957047
5697|1370||2|680802.160484
5698|1409||2|2753473.449252
5699|1374||2|1647715.953033
5700|1333||2|1011842.991042
5701|1336||2|707790.880411
5702|1364||2|743827.841703
5703|1313||2|493753.170929
5704|1302||2|874871.337304
5705|1314||2|351945.388188
5706|1330||2|407482.869658
5707|1328||2|1135086.278571
5709|1316||2|679710.131353
5710|1341||2|929160.785481
5711|1385||2|1614799.074971
5712|1319||2|304988.135597
5713|1312||2|377998.083147
5714|1321||2|357405.533838
5715|1342||2|1070500.555739
5716|1362||2|891719.786739
5717|1394||2|2467829.829677
5719|1331||2|287983.682002
5720|1343||2|648509.299068
5721|1383||2|1469871.209002
5722|1329||2|583299.559591
5723|1365||2|753188.091389
5724|1335||2|449916.001566
5725|1350||2|608104.221258
5726|1345||2|1007786.882844
5727|1369||2|643361.161741
5728|1358||2|1424630.002187
5729|1337||2|423863.306608
5730|1339||2|736963.6586
5731|1361||2|1127910.087145
5732|1344||2|1496859.928929
5733|1338||2|3272343.290176
5734|1363||2|596871.921634
5735|1355||2|551786.718981
5736|1360||2|759116.249523
5737|1353||2|474564.659073
5738|1367||2|766760.453433
5739|1384||2|664889.736018
5740|1377||2|678306.093902
5741|1373||2|608416.229581
5743|1354||2|488449.02944
5744|1408||2|2176258.05196
5745|1359||2|888131.691026
5746|1401||2|811377.6436
5748|1382||2|448043.951629
5749|1379||2|612784.346101
5750|1414||2|979238.121302
5751|1366||2|600148.009025
5752|1356||2|1730554.162754
5753|1404||2|655529.486332
5754|1387||2|626356.708145
5755|1375||2|900768.028101
5757|1372||2|1728994.121138
5758|1381||2|353349.425641
5759|1380||2|579399.455554
5760|1406||2|2164245.731532
5762|1368||2|660365.615338
5763|1398||2|456780.18467
5764|1376||2|1492023.799924
5765|1402||2|309044.243794
5766|1399||2|481116.833853
5767|1412||2|397498.603326
5768|1407||2|697182.597436
5769|1390||2|328544.763973
5770|1397||2|301400.039884
5771|1388||2|968317.830001
5772|1403||2|1153026.757137
5773|1410||2|431819.51884
5774|1423||2|1857073.537673
5775|1386||2|607792.212935
5776|1393||2|499213.316579
5777|1415||2|1125414.020563
5778|1426||2|1606530.854414
5779|1396||2|395626.55339
5780|1395||2|1468935.184034
5781|1420||2|640865.095158
5782|1400||2|949909.338953
5783|1389||2|4456258.87128
5784|1454||2|996242.574897
5785|1391||2|1664876.410791
5786|1419||2|842578.475889
5787|1418||2|667385.802602
5788|1405||2|639617.061867
5789|1441||2|1659728.273463
5790|1417||2|337437.001175
5791|1413||2|357249.529676
5792|1411||2|732127.529595
5793|1431||2|510601.620363
5794|1416||2|368637.833461
5795|1421||2|455688.15554
5796|1425||2|456312.172185
5797|1448||2|906228.173752
5798|1439||2|1042887.819166
5799|1457||2|2456909.538376
5800|1428||2|512785.678623
5801|1435||2|882827.549538
5802|1429||2|1326815.39297
5803|1436||2|463332.359449
5805|1427||2|490477.083539
5806|1455||2|1772363.278017
5807|1443||2|923856.643994
5808|1424||2|1158954.915272
5809|1434||2|1575954.038775
5810|1451||2|1328843.447069
5811|1422||2|1575018.013806
5812|1430||2|345549.217569
5813|1437||2|351477.375704
5814|1444||2|491881.120992
5815|1432||2|731659.517111
5816|1456||2|1587186.338399
5817|1433||2|410290.944564
5818|1447||2|460368.280383
5819|1445||2|259746.928782
5820|1440||2|596403.90915
5821|1442||2|1143042.490804
5822|1446||2|541178.436003
5823|1459||2|2152233.411103
5824|1438||2|382210.195506
5825|1467||2|2143653.182223
5826|1452||2|473472.629943
5827|1461||2|738523.700214
5828|1453||2|1170343.219055
5829|1449||2|321368.572547
5831|1476||2|1913703.048274
5832|1450||2|1380324.820341
5833|1460||2|846166.571601
5834|1487||2|2634442.274083
5835|1458||2|769100.515854
5836|1463||2|1739290.395795
5837|1464||2|787040.994419
5838|1466||2|601864.0548
5839|1469||2|812001.660248
5840|1465||2|389542.391094
5841|1468||2|1051156.039721
5842|1471||2|1025571.357247
5843|1462||2|414971.069406
5845|1472||2|399370.653263
5846|1494||2|1736170.312563
5847|1483||2|757712.212071
5848|1474||2|518557.832596
5849|1479||2|1745062.549767
5850|1481||2|549446.656559
5851|1477||2|449447.989082
5852|1482||2|758804.2412
5853|1475||2|675342.014835
5854|1480||2|503269.424776
5855|1473||2|300464.014915
5856|1478||2|986102.304404
5857|1524||2|2081251.517653
5858|1484||2|879083.449663
5859|1485||2|816681.785091
5860|1486||2|381430.174699
5861|1470||2|917772.481697
5863|1488||2|1196083.905692
5864|1489||2|430883.493872
5865|1515||2|1728058.096171
5866|1496||2|708414.897059
5867|1493||2|1526656.723763
5868|1499||2|1124477.995594
5869|1491||2|1387657.015927
5870|1495||2|933684.906164
5871|1501||2|659429.590368
5872|1497||2|438059.685298
5873|1498||2|1834140.925942
5874|1490||2|468948.509261
5875|1500||2|938521.035168
5876|1506||2|715591.088484
5878|1502||2|406702.84885
5879|1492||2|598275.959087
5881|1504||2|364581.725264
5882|1517||2|1570961.905609
5883|1507||2|692658.476753
5884|1509||2|1214648.400898
5885|1518||2|1139298.390931
5886|1511||2|620740.558336
5888|1508||2|1162387.006822
5889|1527||2|1787963.694158
5890|1503||2|623080.620753
5891|1536||2|2146617.261286
5892|1523||2|542582.473457
5893|1512||2|387670.341156
5894|1510||2|562707.010282
5895|1528||2|1097801.283988
5896|1522||2|987818.350179
5897|1505||2|352257.396511
5898|1520||2|1178455.435447
5899|1516||2|344457.188439
5901|1521||2|379402.1206
5902|1514||2|357561.538
5903|1529||2|505609.487197
5904|1519||2|734779.60034
5905|1526||2|676434.043965
5906|1513||2|699990.67234
5907|1525||2|712627.009417
5908|1541||2|2060502.964179
5909|1531||2|482364.867144
5910|1530||2|1027131.398862
5911|1538||2|992186.4667
5912|1533||2|1147410.607325
5913|1537||2|697806.614081
5914|1532||2|506077.499682
5915|1550||2|3658921.602199
5916|1534||2|350853.359058
5917|1535||2|253350.758164
5918|1539||2|671441.910799
5919|1540||2|607792.212935
5920|1543||2|585483.61785
5921|1549||2|894683.865806
5922|1545||2|699522.659856
5923|1544||2|308420.227148
5924|1548||2|3588407.721236
5925|1542||2|557558.872954
5926|1546||2|318872.505965
5927|1551||2|1576578.055421
5928|1561||2|3397614.631803
5929|1547||2|238998.375312
5930|1585||2|3871711.278394
5931|1552||2|624016.645724
5932|1563||2|1534612.935995
5933|1568||2|2374539.341138
5934|1557||2|1525408.690471
5935|1553||2|647105.261615
5936|1564||2|893279.828353
5937|1554||2|1079548.797103
5938|1571||2|1507936.22439
5939|1558||2|506233.503843
5940|1555||2|1856761.52935
5941|1556||2|579867.468038
5942|1562||2|900612.02394
5943|1566||2|825262.01397
5944|1565||2|641801.120127
5945|1560||2|587355.667788
5946|1559||2|831346.176265
5947|1584||2|4654852.168778
5948|1598||2|3214933.758768
5949|1573||2|672533.93993
5950|1579||2|1462539.013415
5951|1591||2|2040222.423194
5952|1574||2|3277647.431664
5953|1570||2|463644.367772
5954|1567||2|1842877.158985
5955|1569||2|2528359.444313
5956|1575||2|1275334.019698
5957|1582||2|902640.078039
5958|1581||2|1714797.742449
5959|1588||2|1354428.129543
5960|1572||2|956149.505411
5961|1576||2|790785.094292
5962|1583||2|667541.806763
5963|1577||2|402022.724006
5964|1580||2|354441.454771
5965|1578||2|624640.662369
5966|1594||2|1973296.637939
5968|1612||2|2325554.034451
5969|1586||2|326360.705714
5970|1587||2|430571.485549
5971|1595||2|2365179.091455
5972|1590||2|595623.888343
5973|1589||2|556778.852147
5974|1593||2|566451.110156
5975|1607||2|1724470.000456
5976|1592||2|659897.602853
5977|1611||2|3964221.746122
5978|1610||2|1171435.248184
5979|1603||2|1022139.265695
5980|1606||2|1036959.661031
5981|1599||2|1356456.183641
5982|1596||2|481740.850498
5983|1623||2|3364229.74126
5984|1615||2|985634.291919
5985|1597||2|453972.109764
5986|1613||2|1339451.730046
5987|1608||2|643985.178388
5988|1602||2|570663.222514
5989|1605||2|761924.324428
5990|1600||2|758492.232877
5991|1601||2|796245.239943
5992|1604||2|952873.41802
5993|1609||2|303428.093983
5994|1620||2|1256145.507842
5995|1625||2|2457377.55086
5996|1614||2|1178143.427126
5997|1626||2|1726498.054556
5998|1627||2|1103885.446285
5999|1628||2|1395769.232323
6000|1616||2|634936.937023
6001|1638||2|2174386.002023
6002|1617||2|312476.335346
6003|1619||2|662861.68192
6004|1618||2|447263.930823
6005|1629||2|946165.239079
6006|1622||2|553346.760596
6007|1630||2|1200920.034696
6008|1621||2|360057.604583
6009|1624||2|427295.398159
6010|1631||2|2306677.530917
6011|1635||2|1329311.459552
6012|1633||2|614968.40436
6013|1637||2|681582.181292
6014|1636||2|939457.060136
6015|1632||2|677058.060609
6016|1634||2|447731.943308
6017|1639||2|1023543.303147
6018|1640||2|751316.041452
6019|1641||2|1169407.194084
6020|1642||2|1163323.03179
6021|1644||2|1185787.631038
6022|1646||2|548822.639914
6023|1643||2|393130.486806
6024|1645||2|653657.436395
6025|1648||2|2578436.780131
6026|1647||2|557870.881278
6027|1649||2|1622911.291367
6028|1650||2|1583754.246847
6029|1653||2|733843.57537
6030|1656||2|1250061.345545
6031|1651||2|486264.97118
6032|1652||2|1182355.539486
6035|1655||2|670505.885831
6037|1661||2|828226.093036
6038|1654||2|1905434.827718
6039|1658||2|1409653.602688
6040|1657||2|420431.215057
6041|1660||2|234006.242146
6042|1659||2|329636.793104
6043|1668||2|1351776.058798
6044|1662||2|323084.618323
6045|1664||2|487513.004471
6046|1666||2|650537.353166
6047|1663||2|651317.373974
6048|1669||2|1367844.487425
6049|1667||2|1445534.559819
6050|1672||2|1601382.717088
6051|1682||2|2507610.890838
6052|1670||2|498589.299933
6053|1674||2|1022763.282341
6054|1665||2|902952.086362
6055|1691||2|4179195.48057
6056|1673||2|1282822.219447
6057|1671||2|1860193.620904
6058|1676||2|1225412.688039
6059|1683||2|1255521.491194
6060|1675||2|252102.724872
6061|1677||2|1065196.41425
6062|1686||2|1311058.972665
6063|1684||2|1502788.087064
6064|1678||2|549602.660721
6065|1681||2|638057.020252
6066|1703||2|4679500.826283
6067|1685||2|1232120.866981
6068|1679||2|398902.640778
6069|1690||2|1740694.433246
6070|1680||2|359433.587936
6071|1688||2|657089.527946
6072|1689||2|480960.829691
6074|1687||2|706698.851282
6075|1697||2|1762067.003361
6076|1692||2|1712769.688352
6077|1700||2|1940379.759881
6079|1707||2|1874389.999591
6080|1696||2|290635.752746
6081|1693||2|276439.374056
6082|1694||2|450384.014051
6084|1698||2|1359420.262709
6085|1695||2|594063.84673
6086|1699||2|563331.026927
6087|1701||2|577527.405617
6088|1706||2|1146474.582356
6089|1702||2|1196395.914013
6090|1709||2|2257848.228389
6091|1704||2|2509170.932454
6092|1710||2|1030563.490413
6093|1708||2|838366.363529
6094|1705||2|4509768.298645
6095|1711||2|1096865.25902
6096|1727||2|4378256.790561
6097|1720||2|2803550.785076
6098|1713||2|1754266.79529
6099|1714||2|769568.528339
6100|1715||2|3999478.686602
6101|1716||2|1475799.367134
6102|1721||2|1466751.125774
6103|1712||2|657245.532109
6104|1719||2|1891082.444864
6105|1718||2|673469.964896
6106|1725||2|3340673.112881
6107|1717||2|1062388.339343
6108|1723||2|1308250.89776
6109|1722||2|461304.305351
6110|1724||2|241962.45438
6111|1726||2|1390309.086671
6112|1730||2|1424630.002184
6114|1728||2|428699.435613
6115|1729||2|831190.172105
6116|1732||2|448043.95163
6117|1731||2|1042419.806682
6118|1738||2|1306066.8395
6119|1740||2|1719945.879776
6120|1733||2|906228.173752
6121|1744||2|2691383.793008
6122|1734||2|1078300.763808
6123|1736||2|1020579.224082
6124|1737||2|1595922.571439
6126|1741||2|1132590.211988
6127|1735||2|485016.937888
6128|1743||2|2046306.585488
6129|1739||2|498745.304095
6131|1742||2|699678.664018
6132|1746||2|457560.205476
6133|1745||2|422927.281639
6134|1752||2|1256925.52865
6135|1748||2|596871.921635
6136|1750||2|1621975.266395
6137|1749||2|604204.117222
6138|1747||2|384082.245443
6139|1753||2|3021176.590272
6140|1761||2|1863157.699969
6141|1751||2|636028.966155
6142|1757||2|1345847.900664
6143|1754||2|615280.412684
6144|1764||2|1873609.978786
6145|1758||2|2163621.714882
6146|1755||2|708414.897056
6147|1759||2|786260.973612
6148|1756||2|599992.004863
6149|1763||2|1952236.07615
6151|1762||2|577683.409778
6152|1760||2|375190.008242
6153|1765||2|663641.702727
6154|1766||2|551318.706496
6155|1768||2|690006.40601
6156|1769||2|521989.924148
6157|1767||2|1064728.401766
6158|1770||2|539618.39439
6159|1776||2|744139.850025
6160|1771||2|366765.783524
6161|1785||2|1755358.824422
6162|1772||2|753188.091388
6163|1773||2|455844.159701
6164|1775||2|431975.523002
6165|1774||2|626044.699823
6166|1778||2|1113401.700134
6167|1784||2|1592490.479888
6168|1796||2|2830071.492517
6169|1777||2|663485.698566
6170|1782||2|1781879.531864
6171|1779||2|416063.098536
6172|1780||2|613408.362746
6173|1781||2|1024791.336439
6174|1788||2|710754.959479
6175|1787||2|345393.213408
6176|1783||2|1330247.484521
6178|1786||2|1535236.952643
6179|1791||2|758336.228715
6180|1789||2|1428998.118706
6181|1790||2|682206.197938
6182|1792||2|1107629.546159
6183|1794||2|646169.236648
6184|1793||2|698430.630726
6185|1795||2|1110437.621064
6186|1797||2|391102.432707
6187|1804||2|583767.572074
6188|1809||2|2092015.80479
6189|1799||2|744451.858349
6190|1802||2|635560.953669
6191|1798||2|451008.030697
6192|1801||2|541646.448488
6193|1800||2|789381.056839
6194|1803||2|672221.931605
6195|1805||2|920736.560765
6197|1806||2|1182043.531162
6198|1823||2|818709.839189
6199|1812||2|765668.424303
6200|1807||2|1093433.16747
6202|1822||2|529790.13222
6203|1808||2|391102.432707
6204|1814||2|379714.128924
6205|1815||2|534782.265386
6206|1810||2|1357548.212772
6207|1811||2|2075947.376162
6208|1825||2|1958944.25509
6209|1813||2|1300138.681364
6210|1816||2|907008.194559
6211|1817||2|1521196.578112
6212|1818||2|886727.653573
6213|1820||2|1291402.448326
6214|1819||2|864731.066812
6215|1829||2|1884998.282568
6216|1821||2|2408860.256659
6217|1824||2|216221.767743
6218|1826||2|1423849.981381
6219|1827||2|1351152.042154
6220|1828||2|629164.783052
6221|1840||2|1399201.323872
6222|1835||2|3013220.378034
6223|1830||2|470196.542552
6224|1832||2|1031811.523704
6225|1831||2|631192.837149
6226|1834||2|2208550.913378
6227|1836||2|1465503.092481
6229|1833||2|504673.462229
6230|1837||2|1087349.005173
6231|1845||2|1940847.772361
6232|1839||2|1720881.904742
6233|1843||2|1149906.673907
6235|1844||2|1197955.955629
6236|1841||2|1110281.616901
6237|1838||2|250698.68742
6238|1842||2|950221.347276
6239|1849||2|2331170.184261
6240|1847||2|1087349.005173
6241|1846||2|758492.232877
6243|1850||2|383926.241281
6244|1853||2|1450994.705469
6245|1848||2|1223228.629781
6246|1857||2|1400449.357165
6247|1858||2|761924.324429
6248|1854||2|890783.76177
6249|1852||2|399214.649102
6251|1851||2|20124.536825
6252|1865||2|1191247.776686
6254|1855||2|926664.7189
6256|1856||2|399058.644941
6257|1905||2|2995747.911958
6258|1861||2|946477.247402
6259|1862||2|827602.076391
6260|1859||2|530414.148865
6261|1860||2|599523.99238
6262|1863||2|443207.822625
6263|1871||2|577839.41394
6265|1879||2|1052872.085497
6266|1870||2|503581.433099
6267|1866||2|1705437.492762
6269|1868||2|661769.65279
6270|1864||2|868631.170848
6271|1873||2|1010126.945265
6272|1867||2|611848.321133
6273|1886||2|1631023.50776
6274|1872||2|527762.078121
6275|1874||2|344769.196762
6276|1869||2|611692.316971
6277|1888||2|839302.388498
6278|1883||2|523237.957439
6279|1877||2|616216.437652
6280|1880||2|353193.42148
6281|1878||2|653501.432235
6282|1875||2|646637.249131
6283|1876||2|2953938.796695
6285|1882||2|719959.205003
6286|1881||2|864107.050166
6287|1894||2|1110905.633551
6288|1891||2|757868.216231
6289|1887||2|646325.240809
6290|1889||2|227922.079851
6291|1884||2|620272.54585
6292|1885||2|370041.870914
6293|1893||2|888443.69935
6294|1906||2|951625.384727
6295|1896||2|580803.493007
6296|1890||2|481272.838015
6298|1892||2|1271589.919824
6299|1918||2|1785935.640064
6300|1895||2|370041.870914
6301|1901||2|482364.867145
6302|1897||2|2437721.026524
6303|1909||2|815901.764283
6304|1913||2|1217768.48413
6305|1899||2|700458.684825
6306|1900||2|382522.203828
6307|1904||2|933216.89368
6308|1898||2|360837.62539
6309|1922||2|530726.157188
6310|1902||2|558026.885438
6311|1910||2|4624899.369782
6312|1907||2|236190.300406
6313|1903||2|1020579.224081
6314|1908||2|374253.983273
6315|1917||2|679086.114708
6316|1919||2|450852.026536
6317|1911||2|746947.924931
6318|1914||2|409822.932079
6319|1924||2|1330247.484521
6320|1912||2|430415.481388
6321|1940||2|1975324.692039
6322|1916||2|2595597.237889
6323|1948||2|1304818.806207
6324|1920||2|1043511.835812
6325|1946||2|1578294.101196
6326|1915||2|682362.202098
6327|1921||2|617464.470944
6328|1942||2|923388.631509
6329|1923||2|406234.836366
6330|1938||2|1588590.375851
6331|1937||2|543050.485941
6332|1941||2|631036.832988
6333|1929||2|1778915.452797
6334|1927||2|343209.155148
6335|1926||2|926196.706415
6336|1930||2|781892.857092
6337|1952||2|1656608.190235
6338|1925||2|1127598.078822
6339|1928||2|372849.945819
6340|1931||2|243990.508478
6342|1932||2|1458482.905218
6343|1933||2|1002326.737194
6344|1936||2|510133.607879
6346|1935||2|338685.034467
6347|1944||2|398746.636618
6348|1939||2|1180795.49787
6349|1934||2|999362.658127
6350|1945||2|1914795.077403
6351|1943||2|808257.560375
6352|1947||2|537590.340292
6354|1949||2|409354.919594
6355|1951||2|252882.74568
6356|1950||2|323552.630808
6357|1953||2|434471.589585
6358|1957||2|469416.521746
6359|1954||2|1451150.709629
6360|1956||2|1441946.464105
6361|1955||2|592815.813437
6363|1958||2|376906.054017
6364|1959||2|641645.115965
6365|1961||2|616216.437652
6366|1960||2|542894.481779
6368|1962||2|423239.289962
6369|1963||2|729475.458852
6370|1964||2|1048971.981461
6371|1965||2|804669.464661
6372|1967||2|3577799.438262
6373|1966||2|192977.14769
6374|1969||2|1540229.085806
6375|1968||2|315596.418575
6376|1970||2|535718.290353
6377|1972||2|1753954.786967
6378|1971||2|2066431.122312
6379|1975||2|1030407.486253
6381|1973||2|1359576.266871
6382|1974||2|267079.12437
6383|1976||2|1382508.8786
6384|1978||2|969253.85497
6388|1977||2|547574.606622
6389|1979||2|1326347.380484
6390|1982||2|1071124.572384
6391|1980||2|583143.555428
6392|1981||2|1254273.457906
6393|1983||2|614188.383554
6394|1991||2|1446626.588946
6395|1984||2|1515112.415815
6396|1985||2|1080796.830393
6397|1986||2|428699.435612
6398|1989||2|1031811.523706
6399|1987||2|484860.933727
6400|1988||2|670817.894154
6402|1990||2|463956.376095
6405|1994||2|870971.23327
6406|1999||2|1102481.408832
6407|1992||2|762392.336912
6408|1993||2|581895.522137
6409|1995||2|586731.651141
6410|1996||2|1052716.081336
6411|1998||2|707478.872089
6412|1997||2|363957.708617
6413|2000||2|579867.468038
6414|2001||2|359433.587937
6415|2002||2|418247.156796
6416|2003||2|996242.574899
6417|2004||2|752720.078904
6418|2006||2|764108.382689
6419|2005||2|459432.255414
6420|2007||2|302804.077337
6421|2008||2|836026.301108
6422|2010||2|658961.577886
6423|2009||2|153664.09901
6424|2011||2|1102169.400508
6425|2012||2|454284.118086
6426|2014||2|1279702.136217
6427|2013||2|370509.883399
6428|2016||2|967537.809196
6429|2015||2|434939.602069
6430|2017||2|576591.380649
6431|2018||2|1632271.541052
6432|2019||2|732595.542079
6433|2020||2|791253.106778
6434|2021||2|1486095.641792
6435|2022||2|848662.638183
6436|2023||2|1005290.816261
6437|2024||2|520117.874211
6438|2026||2|817773.814221
6439|2025||2|797805.281557
6441|1||3|7793499.89261
6442|2||3|1442882.489075
6443|3||3|2502462.753512
6444|5||3|3696050.59262
6445|6||3|10295806.641939
6446|4||3|1778447.440313
6447|7||3|9316880.52897
6448|8||3|10444946.620283
6449|11||3|3770932.590112
6450|9||3|2734752.949886
6452|10||3|9577251.474411
6453|12||3|4109149.612092
6454|13||3|2890757.111316
6455|16||3|12833214.327627
6456|14||3|4975284.716353
6457|15||3|1898882.652935
6458|17||3|5445637.26307
6459|18||3|7119873.92354
6460|21||3|6473860.69106
6461|19||3|2232107.541753
6462|20||3|5460925.67089
6463|22||3|11182846.303855
6464|23||3|4606958.891216
6465|24||3|1646623.923905
6466|25||3|2578904.792616
6467|26||3|3739887.761984
6468|27||3|4434106.280353
6469|30||3|10160239.025666
6470|28||3|915588.42344
6471|32||3|7005054.860731
6472|29||3|5451097.408714
6473|31||3|2161125.648298
6474|33||3|7194131.904388
6475|34||3|4611483.011898
6476|35||3|20038266.523322
6477|36||3|3910088.302098
6478|37||3|2027742.09028
6479|38||3|2508390.911647
6480|39||3|12304360.220384
6481|40||3|5414124.422461
6482|41||3|12712779.115004
6483|42||3|11186902.412046
6484|43||3|1045539.88991
6485|44||3|13064880.507347
6486|45||3|5425356.722087
6488|46||3|7835309.007871
6489|48||3|3127571.428367
6490|47||3|5501954.765348
6491|50||3|7222992.674252
6492|49||3|5434092.955125
6493|51||3|12950841.465349
6494|53||3|3823037.980027
6495|52||3|12299056.078888
6496|56||3|6108654.949152
6497|55||3|3963909.737796
6498|54||3|4828952.812931
6499|57||3|1303258.764593
6500|58||3|13379228.892639
6501|59||3|1897478.615484
6502|60||3|5852340.111921
6503|61||3|1294054.519068
6506|62||3|13909487.037332
6507|63||3|3955173.504765
6508|64||3|3390750.448701
6509|65||3|2817903.167926
6510|69||3|3745035.89931
6511|67||3|6336265.020679
6512|68||3|4376852.753104
6513|70||3|2258940.257518
6514|72||3|3111190.991416
6518|71||3|2271888.602919
6519|66||3|5477150.103678
6520|77||3|6472456.653609
6521|75||3|2662523.023141
6522|73||3|3096526.600243
6523|74||3|2067835.159766
6524|78||3|1871737.928851
6525|76||3|1000610.691417
6526|79||3|2773285.977758
6527|80||3|1060672.293568
6528|81||3|7669008.571783
6529|82||3|3767344.494392
6530|83||3|5357650.91602
6531|84||3|3277959.439985
6532|85||3|4436602.346933
6533|87||3|1314959.076701
6534|86||3|6509897.652351
6535|88||3|2023217.969596
6536|89||3|2142249.144772
6537|90||3|3367505.828647
6538|91||3|3687782.372065
6539|93||3|1828992.788616
6540|94||3|1144446.528259
6541|92||3|1006382.84539
6542|96||3|7376656.77326
6543|95||3|7540149.134439
6544|98||3|4033019.581311
6545|97||3|5715680.466507
6546|100||3|4055796.188883
6547|99||3|1475019.346329
6548|101||3|3372029.949328
6549|102||3|4199632.025717
6552|103||3|6887895.735502
6553|104||3|6534702.314016
6554|105||3|2593881.192111
6555|106||3|2087335.679945
6556|107||3|2096383.92131
6557|108||3|1365816.433327
6558|109||3|1734922.279273
6559|111||3|1289998.410872
6560|110||3|2097787.958761
6561|112||3|2224775.346167
6562|113||3|10131222.251649
6563|114||3|1582194.205231
6564|115||3|1826964.734518
6565|117||3|4349240.016531
6566|116||3|1310122.947695
6567|118||3|1886402.320022
6568|119||3|2102936.09609
6569|121||3|1242885.15412
6570|120||3|738523.700214
6571|122||3|1613551.041679
6572|124||3|655841.494655
6573|123||3|1633987.586827
6574|127||3|1573769.980516
6575|126||3|939769.068459
6576|125||3|1338359.700915
6578|129||3|1489059.720857
6579|128||3|2585144.959072
6580|131||3|10403449.513339
6581|132||3|3248942.665962
6582|133||3|1901222.715357
6583|130||3|3584039.604714
6584|134||3|2096383.921309
6585|137||3|1626655.39124
6586|135||3|1844281.196436
6587|138||3|2737717.028952
6588|136||3|4506804.219572
6589|139||3|3744099.874343
6590|145||3|6656385.559936
6591|140||3|2244275.866345
6592|141||3|1467999.159066
6593|144||3|1398889.315553
6594|150||3|4261877.686137
6595|142||3|3027728.765049
6596|143||3|1977040.737814
6597|163||3|8903781.509508
6598|146||3|1676420.718737
6599|148||3|844450.525826
6600|149||3|1398733.31139
